",""PN01273PM"""
",""Índice de precios Lima Metropolitana (var% 12 meses) - IPC"""
Ene14,3.06663136092891
Feb14,3.77632969464066
Mar14,3.3779281716495
Abr14,3.52315457481127
May14,3.55564442643564
Jun14,3.44965289777906
Jul14,3.33116382681642
Ago14,2.68520888934146
Sep14,2.73826215785083
Oct14,3.08804046928232
Nov14,3.15910225000364
Dic14,3.2240611887173
Ene15,3.07326326860979
Feb15,2.76858517072286
Mar15,3.02019928834403
Abr15,3.01741267853486
May15,3.36620186894154
Jun15,3.54491029740406
Jul15,3.56292547971003
Ago15,4.04267284228147
Sep15,3.90455488298768
Oct15,3.66020462128904
Nov15,4.17256708018861
Dic15,4.3979285416694
Ene16,4.60868784321286
Feb16,4.47375701506687
Mar16,4.30108051334926
Abr16,3.90721326684038
May16,3.54061765756535
Jun16,3.34161872071427
Jul16,2.96195894036743
Ago16,2.94253095758976
Sep16,3.126671112066
Oct16,3.40528775471299
Nov16,3.34963245522746
Dic16,3.23488195037011
Ene17,3.09636415923958
Feb17,3.24979324559649
Mar17,3.97485445147009
Abr17,3.69471572141794
May17,3.03980253604195
Jun17,2.73244391775152
Jul17,2.8520692662598
Ago17,3.17381007018982
Sep17,2.94499513550219
Oct17,2.04014312278341
Nov17,1.54433823203831
Dic17,1.36485588371454
Ene18,1.2531883694175
Feb18,1.17956124835667
Mar18,0.363136029353773
Abr18,0.484869886232955
May18,0.930692513230153
Jun18,1.42933403390644
Jul18,1.61610098729973
Ago18,1.07057542660273
Sep18,1.28028100935957
Oct18,1.84089384430839
Nov18,2.16709746401047
Dic18,2.1925231538682
Ene19,2.12915785051414
Feb19,2.00338485500234
Mar19,2.24744059848038
Abr19,2.59264472909834
May19,2.72512754617206
Jun19,2.29478053967053
Jul19,2.11191328006435
Ago19,2.03972339384542
Sep19,1.85100693723762
Oct19,1.88056226356928
Nov19,1.86679694871131
Dic19,1.90009157916243
Ene20,1.88835605229059
Feb20,1.90403776113917
Mar20,1.82153296943844
Abr20,1.72448975655493
May20,1.78191975229115
Jun20,1.59873239164695
Jul20,1.86169572426785
Ago20,1.68739824186651
Sep20,1.81955390705631
Oct20,1.72400036113648
Nov20,2.14220969430475
Dic20,1.97323222946076
Ene21,2.67554538350919
Feb21,2.40134221222085
Mar21,2.59818523324113
Abr21,2.38369772363031
May21,2.44745902560858
Jun21,3.25460667105266
