banco,mes,year,roa,size,cap,loan,dep,prov,pbi,tc,i,ftamn,tpmn
Banco Continental,abril,2016,-1.25422217267755,-3.26246298430078,5.46697038724374,-1.32826762084504,0.970040091160723,-0.264866782158729,2.77589033642784,2.98711560033186,0,-3.6522070377601,-0.00765140211943754
Banco Continental,mayo,2016,0.0023402330575488,0.745644877267356,-0.863930885529165,-1.31825733624143,-0.538175612883356,2.86898072862778,4.88167970405086,3.2407561971865,0,3.3774834437086,3.5352182729464
Banco Continental,junio,2016,-1.08713109530103,-2.18943513802341,-0.290486564996363,-1.66031999047539,3.06333845769994,2.19792855905166,3.58660677418531,2.53373222271981,0,1.01637870863491,-2.23199438306049
Banco Continental,julio,2016,-0.845340600109442,2.83377151520844,0.65549890750182,-0.218807477666787,1.70105069877762,-2.21517484710267,3.58565807308168,1.54312343063299,0,-5.23189777567439,2.19979589522621
Banco Continental,agosto,2016,-1.45258002746012,-0.919990793633432,4.0520984081042,-0.661279200656846,0.580059795580224,2.34686732695882,5.77586891584902,1.0446439766577,0,2.19431196783939,0.273678760309186
Banco Continental,septiembre,2016,0.862292752991017,-1.89931884953388,1.73852573018081,0.426525215712034,0.2267436414079,1.36654808852264,4.50729813674215,3.39100320029894,0,2.69792170602866,-0.232360860104008
Banco Continental,octubre,2016,-0.931534675138092,-0.72884130503973,0.205058099794938,0.867061916924482,-0.27419768914994,-1.05758235901809,2.17618180089317,2.45176633736668,0,1.63970308336507,0.114602587800365
Banco Continental,noviembre,2016,0.221186313079187,1.17409848917017,-0.818553888130975,-0.628976848886625,0.111176562693903,1.19246548093932,3.50990366366722,0.350360665287478,0,-1.30567493422469,-1.39581256231305
Banco Continental,diciembre,2016,1.55186022625234,1.80295413545549,0.687757909215966,-2.38309864648735,2.34545486350848,-4.52222987897666,3.46246604858045,-0.752957451370624,0,0.33156718860432,-1.49795903082051
Banco Continental,enero ,2017,-0.302511169597024,-1.88579066898584,-2.66393442622951,0.797067185646255,0.642085361002031,5.06500217831276,5.04885358614208,-3.3934518135208,0,1.89252822481515,2.64988784549291
Banco Continental,febrero,2017,0.530556439267806,1.32652682939241,3.1578947368421,-0.189540762743733,0.17413659560554,2.12697376103564,0.814643128455247,-7.47993879894207,0,1.08482314784311,1.25555555555556
Banco Continental,marzo,2017,1.96149272529595,-3.1100027683771,1.70068027210884,-0.148463739895774,-0.000958229030502254,-1.35925664920999,1.16526007928752,-5.68426594595316,0,1.34032874775656,-0.958337905556173
Banco Continental,abril,2017,0.184082231669149,-0.204061938889813,0.200668896321078,0.205270314672103,-0.130786901858052,4.78817795398022,0.307665923594862,-3.05933993285865,0,-3.89850392024532,0.0221590279573045
Banco Continental,mayo,2017,1.04618212139127,1.3602903208258,2.06942590120159,1.08520459682859,0.357547886978751,1.69895306114679,3.64556261170591,-2.93561088564449,-5.88235294117647,7.3756893057454,0.779086511833996
Banco Continental,junio,2017,-1.11350488227854,-4.6151865903655,-0.654022236756047,0.394759502963792,0.745682019511398,-1.32371113023474,3.96473699535329,-2.52453312490026,0,-0.115003577401355,-0.260130431596684
Banco Continental,julio,2017,2.3958700040354,-2.55177284876636,-0.72416063199473,0.540637477369338,0.739071814118814,3.13066109221116,2.21684407964053,-2.58656269716097,-6.25,-2.44202551448649,-1.04323549939389
Banco Continental,agosto,2017,0.807506232873425,4.79045850441,1.39257294429708,0.266161606290272,-3.92772320573771,0.106306299174022,2.86467895140681,-3.91259940454829,0,0.629279279279285,-1.3660492223171
Banco Continental,septiembre,2017,-0.458594938188126,2.71900997657252,-0.588620013080444,-0.0385449023721812,4.009294272517,-6.30201022465186,3.34944212865793,-4.688569843468,-6.66666666666667,7.30672300881391,-2.29949945429226
Banco Continental,octubre,2017,0.498643777639147,0.487688323199744,-3.94736842105263,-0.549328319808121,-2.13740120721261,0.837335394936229,3.60377185397213,-3.98338518177293,0,-3.75479726347406,-0.392912172573198
Banco Continental,noviembre,2017,0.0129823639647507,-1.48638853700774,0.479452054794522,0.0452880345901901,2.7883148931604,-0.346008433693183,2.01793210582757,-4.15425007598351,-7.14285714285714,0.289529687628677,-1.78281382937582
Banco Continental,diciembre,2017,1.79583827990899,0.947140416638101,-2.1813224267212,-0.114595368985956,-1.5742585681024,-7.85477149145682,1.41855918818454,-3.69148976773179,0,-5.67534044695682,-3.09879119581053
Banco Continental,enero ,2018,1.12938316780317,-0.306962649771601,-1.04529616724739,-0.193871390171373,-1.28320629784594,4.51845120983615,2.83257693967144,-2.96049091037661,-7.69230769230769,3.34471146136399,-1.64160910199106
Banco Continental,febrero,2018,0.0820136233850651,-1.21062715409271,1.05633802816902,0.632806866238691,1.37272564858165,3.1147594358737,2.66509376642648,0.665371025413913,0,1.88823125180112,-3.13971742543171
Banco Continental,marzo,2018,0.193743174446297,2.34105616217466,-0.139372822299649,-0.0643237699975748,-1.53991250645094,-3.50627995715888,3.85040346809552,1.61938755312789,-8.33333333333333,-4.93442523083885,-2.49509511217265
Banco Continental,abril,2018,0.126973264988888,-2.16958003032665,4.53593859036986,0.0768946453834631,1.59819906302993,3.11658464682191,8.06179376144974,1.44281018791629,0,-9.08758021549476,-2.29211320589651
Banco Continental,mayo,2018,1.76618966526639,-1.99029573034335,0.734312416555403,0.116384968647338,2.69387275827143,0.487966530825868,6.69832228532294,1.87641314850616,0,-0.76225959117913,-1.53556878721404
Banco Continental,junio,2018,1.30967132104113,-0.723863924899986,-0.994035785288273,0.0896954796966782,-2.28741862784242,-2.84700329740458,2.08710102963386,1.51965600142284,0,3.58233640782117,2.75529689915431
Banco Continental,julio,2018,-1.54837901732575,0.443408159173882,-1.00401606425703,-0.0601561772121197,3.07834509178393,4.0235825410264,2.64397825162087,2.17518101577417,0,0.409468719234747,0.0265486725663884
Banco Continental,agosto,2018,-0.182762137167138,1.29615886988896,0.608519269776887,0.369505802009808,0.272723684550809,3.00662845998876,2.33711504652624,3.07339730664957,0,-0.0185363141027119,0.044236043528262
Banco Continental,septiembre,2018,0.0735186319732266,-1.40547823048239,0.940860215053755,-0.146077304829548,3.23723434365782,-3.85269208401727,2.43822935032069,3.01108443150001,0,0.695240650842818,1.09214715245844
Banco Continental,octubre,2018,1.50552509810121,3.70413874678329,-1.99733688415445,0.898746880970425,-7.25054485369034,1.93914862363431,4.11082944921829,3.23514443718464,0,-2.4865545811328,2.26566942221054
Banco Continental,noviembre,2018,1.09874088798823,-1.3833795740148,-0.815217391304355,0.732658568005493,4.48204356984401,2.44267568696557,5.10292033913879,4.14948663068968,0,0.318993530691946,0.637269577862382
Banco Continental,diciembre,2018,1.49870800172237,-0.3380531673466,-0.890410958904103,0.789356895559527,1.39028246604804,-5.18905730985657,4.74988708744327,3.34383645619932,0,3.84101040118869,0.271993200169985
Banco Continental,enero ,2019,-0.0104223311685387,5.01477075509658,3.31720801658603,0.266608642653418,0.376694159883061,2.57592900939409,1.7532760764844,3.41428343611001,0,-4.29896735112446,2.75917606171061
Banco Continental,febrero,2019,0.398275330210949,-3.13274757690991,0.401337792642144,0.287240984129839,1.33568719546744,3.60922869325882,2.13492375035078,1.76593631187655,0,3.87207065320322,1.89317385027841
Banco Continental,marzo,2019,0.371794972947414,5.02316966232513,1.46568954030647,0.938153597533193,-0.692489049330633,-5.63666303210313,3.40885093436419,1.24080478373935,0,0.839686964699563,-2.10492227979275
Banco Continental,abril,2019,1.28728303982138,-2.89690725986484,-2.69205515430072,0.441510738771229,0.698849064510498,2.58191932392915,0.0366887353794352,1.67150981417612,0,-1.87380151407731,2.47684419450876
Banco Continental,mayo,2019,0.363182136059503,4.08217847051604,0.472334682861001,0.349245704656291,-1.79846718297112,2.24626472779533,0.67200073789397,0.868221989091115,0,1.49061937805192,0.225961344470011
Banco Continental,junio ,2019,1.0731953995974,-3.59433316724987,-0.873069173942248,0.632073059202063,0.827881666049691,-2.52786847842098,2.75995067928679,1.02993399079323,0,-1.06260481516697,0.338177865453519
Banco Continental,julio ,2019,2.50218091754991,9.04672964720393,-1.3550135501355,0.0416325048276255,-4.16984787746058,1.59892760685921,3.86117467997946,0.12018885163151,0,-4.85336089205256,-1.07531196083939
Banco Continental,agosto,2019,0.644982319012405,-2.75349742779654,-0.755494505494514,0.249813706438569,2.66019164937692,-0.375736025723118,3.62162869410089,2.42973167886264,-9.09090909090909,2.41646914319647,-2.38085581018049
Banco Continental,septiembre,2019,0.72760261557754,-1.35170867879319,-1.66089965397923,0.186661306695317,1.86578630868352,-1.61822871341684,2.31604208234231,1.25107241643821,0,-2.00065416484955,-3.5939837128137
Banco Continental,octubre,2019,-1.2375909871249,28.2465748188418,-1.82969739619987,-0.475929216050085,-2.48175423748635,20.7268321128357,2.35741822891954,0.660195055292323,0,-6.52753265536267,-1.63771926044045
Banco Continental,noviembre,2019,-1.08544304140604,1.3120296991123,3.94265232974911,-0.298071729566619,0.625307233855125,4.54718851686713,2.01402466397902,0.0927839698652554,-10,-0.345706263288574,-0.714191824037164
Banco Continental,diciembre,2019,-3.33192167424419,-23.1226372733949,-3.72413793103448,-0.967309318645884,3.56932288701952,-20.9023040168776,1.10774689916319,0.114209359810415,0,1.50108577633007,-3.12444836716682
Banco Continental,enero ,2020,0.185212880591238,4.47254407792365,0.644699140401145,0.314287913528124,-2.56245881787969,3.02351540451129,3.0400000000003,0.0907905105274428,0,-1.0718583692135,-1.73560495626822
Banco Continental,febrero,2020,0.325160045183705,-3.54436295275786,1.28113879003559,0.637448760717383,3.62943487547897,1.31797980833917,3.96999999999993,2.50517972951949,0,8.27796129994973,-0.778823420332851
Banco Continental,marzo,2020,-0.747046371312089,3.15815016554545,-0.421644413211528,-1.58290496558253,-3.18505139965224,-1.15181338289121,-16.76,5.3559202161709,-44.4444444444444,-6.07923224414796,-1.91094706349576
Banco Continental,abril,2020,-8.12243766738809,0.197292257569147,-1.12914608327452,-2.20790857739243,4.6421573541231,5.95584063394903,-39.09,1.42471877837458,-80,-26.4953720686667,-7.03534343145661
Banco Continental,mayo,2020,-9.65078644778064,10.2913867617744,0.214132762312629,-3.27234330902252,0.242692047054699,0.469594534666031,-32.5899999999998,0.985945841710194,0,-41.433531028497,-10.7291079571655
Banco Continental,junio,2020,-9.35482818159807,3.4055233322828,1.13960113960114,-3.02047568549453,-2.3826070122964,-0.522515704673156,-18.3900000000002,3.36675214966302,0,-12.8399239261985,-14.3258910635367
Banco Continental,julio,2020,-10.8824010686059,6.74693106985361,-0.915492957746472,-2.87545948833906,-1.08586923374938,-1.38979593944859,-11.3299999999998,5.96086113024436,0,56.626096320331,-12.5879279158572
Banco Continental,agosto,2020,-10.1165160147619,1.93648451790479,0,-3.76569531919739,-1.84832511816071,3.29569511711834,-9.29999999999965,5.12586397920947,0,-10.1318955691049,-8.07786633966891
Banco Continental,septiembre,2020,-13.8898907127353,-0.664045043466924,2.77185501066098,-4.53714424044993,-2.86592513341924,4.13395295750864,-6.23999999999986,5.41802835455271,0,11.5067141792998,-4.01033850258463
Banco Continental,octubre,2020,-13.2442461230296,-0.00590907946384445,-0.0691562932226941,-3.03503290079694,1.64722005368683,4.34014496308354,-3.30000000000041,6.4497461692164,0,13.3760031776696,-3.89125336576044
Banco Continental,noviembre,2020,-13.179708811584,1.3120296991123,-4.29065743944636,-3.24586004698328,0.625307233855125,4.54718851686713,-2.54000000000007,5.98756484269835,0,16.3571940441118,-4.17532760957976
Banco Continental,diciembre,2020,-13.0773343422465,1.01814655564751,0.578452639190167,-3.09049193256043,2.27805570812616,1.80276226347614,0.580000000000011,6.73089958387698,0,19.0696146660918,-4.74394039422805
Banco Continental,enero ,2021,-13.1468774404829,2.87301590130227,-1.65348670021568,-4.4308258394108,-2.79054707420377,4.39661007236615,-1.01997818269747,7.57881967569653,0,7.17816091954024,-5.68316831683168
Banco Continental,febrero,2021,-13.6150531073727,-2.93026909194161,0,-4.28295906294789,0.15168121231423,1.19713777123654,-3.78000022559303,6.75776795157335,0,1.04134269934044,-4.06256560990972
Banco Continental,marzo,2021,-8.17560404197103,-1.78714031633036,6.65204678362573,-1.80763694018,-0.446467821413206,1.96002776703922,18.2100044622133,6.23161653502974,0,-1.9720641929184,-2.4072655651603
Banco Continental,abril,2021,11.6426661004906,-1.44485813490718,3.22138450993832,-1.05078389029849,-0.248805317127969,-0.935610637274034,58.4903436908341,10.7762309960032,0,-0.66967669286905,-0.0560600964233721
BCP,enero ,2014,1.08396875821245,0.565524233045848,-0.275862068965511,0.347605294891785,-1.87898028234699,2.83901301773307,4.22816443319077,8.4829845503721,0,,-3.26452770922145
BCP,febrero,2014,-1.1752233196983,2.12266170175397,4.21853388658367,-0.0418192036601892,1.10335533002259,-2.64042157029466,5.20823179633005,6.31387206602532,0,,
BCP,marzo,2014,0.496470761171724,-0.755117042834072,-0.995355009953552,0.222458881038314,1.37124344293817,2.83273002447891,5.41227520969711,6.23702300998455,0,,
BCP,abril,2014,-2.24536739500288,0.635389012259201,1.00536193029491,-0.611982746861515,-1.87861826993206,-0.50989717880311,2.92329434852197,5.94757916413585,0,,
BCP,mayo,2014,-1.49324955157819,-0.616686211624554,-0.265428002654286,-0.196286589378564,1.07657173328215,1.63767828421138,2.5905331111518,3.93830325468327,0,,
BCP,junio,2014,3.73493002131463,3.05746064672636,-0.53226879574185,-0.465601130821852,0.962527595939254,-0.150523569749821,0.378163855204799,0.347081804547572,0,,
BCP,julio,2014,3.4517612625844,1.03787953569073,-2.47491638795986,0.336716567011181,-3.17218726067409,-1.17703800193977,1.44991902920236,-0.962207883132976,-6.25,,
BCP,agosto,2014,1.92321204565292,0.808979912755821,-6.37860082304526,1.51156178018684,-0.398668316370581,2.25374756435431,1.35323588063804,-0.509538357500744,0,,
BCP,septiembre,2014,2.49746173162375,2.24632240599704,0.586080586080587,-0.293746123108999,-2.92420990960563,-1.98304174492654,2.67317275379179,1.98905171859726,-6.66666666666667,,
BCP,octubre,2014,1.79539444044436,-0.401340413194475,7.6474872541879,0.977306138327197,3.06136073121466,-2.03644005771406,2.27335718776672,3.49542159747155,0,,
BCP,noviembre,2014,-1.77903228749169,1.53975898757197,1.35317997293641,0.228898020222712,-0.68275149365788,3.72488543646481,0.157154628621769,2.67568678427469,0,,
BCP,diciembre,2014,-1.54928072824376,1.24084910882919,-1.26835781041389,0.0130085420403548,-0.895455750617061,-2.14106917874589,0.793651694563594,3.78621079379893,0,,
BCP,enero ,2015,12.3172357789356,0.645818293810794,-2.29885057471264,6.36252297051555,-1.2081356417902,3.87019070018519,1.5598279965584,3.71579796056041,-7.14285714285714,,
BCP,febrero,2015,1.98349155746015,3.49361175685877,-2.07612456747404,-1.27992877013007,-0.842207589165306,-0.829254878820456,1.23216053850744,6.4774062244866,0,,
BCP,marzo,2015,1.00072186008938,1.38078939333817,0.777385159010597,0.750903230158722,-2.26417991411608,0.198553510522492,2.93464556248251,6.85770961840168,0,,
BCP,abril,2015,1.36391299209566,0.461596406768833,2.03366058906031,-0.864254126289839,0.17996049413917,-1.04666769296638,4.19581948490056,8.16463718634215,0,,
BCP,mayo,2015,2.83239998854254,0.964611899156133,-0.417062403670721,-1.01078223059552,0.216750511184691,1.1551517013771,1.28136437046267,9.31690161543347,0,,
BCP,junio,2015,1.02385527622485,0.651552473259938,-0.478403628379056,0.162336745198366,-0.598683059142195,2.75052628872674,4.08388439643235,9.39620098830411,0,,
BCP,julio,2015,-1.25648916294363,1.12007382489139,-0.277392510402213,-0.520319626470065,0.81527500094469,0.449303251697393,3.60173354116187,10.4417654020552,0,,
BCP,agosto,2015,-0.127027217592804,3.67239329956262,0.139082058414462,-1.59179633139811,-2.59256628704162,-2.31283007938147,2.66913960277215,10.8056885884332,0,,
BCP,septiembre,2015,-0.625551994073581,3.39369922111351,-2.77777777777778,0.894443925043616,1.3392263581853,0.271366103309855,3.18865379850733,8.12128584810958,7.69230769230769,,
BCP,octubre,2015,1.19826910737572,-0.921966161158288,-0.785714285714282,-1.4511901171293,0.452161882500934,2.21655703472435,3.27516366147704,8.01693724096263,0,,
BCP,noviembre,2015,2.07203291795595,1.8108477324437,1.65586753059754,-0.391776956258458,1.84328543458816,0.115223490591642,3.94509210356024,10.0507941640708,0,,
BCP,diciembre,2015,1.14726208320806,0.63858712313169,-0.708215297450422,0.00743437837925885,0.109926522303874,1.33253641547229,6.51171232918273,10.2078040355097,7.14285714285714,,
BCP,enero ,2016,-8.65143130243628,0.747826987625327,2.28245363766049,-4.29516731183566,-1.89841745471667,2.22753718085967,3.5371521375162,10.8294475354414,6.66666666666667,,
BCP,febrero,2016,1.19827111793252,3.43788675308148,-1.53417015341702,1.60075090352297,-1.54450689528354,-1.18324678009463,6.42260004513846,10.1154155013125,6.25,,
BCP,marzo,2016,-1.17655434532573,-1.87312321471405,1.27478753541078,-2.18299631202832,1.21574585449503,1.11199169113904,3.55575312326125,6.56728858830644,0,,
BCP,abril,2016,-0.461276613114596,-1.17594141407256,4.89510489510489,-0.315951912233285,-0.68562778799723,1.65292353870033,2.77589033642784,2.98711560033186,0,,
BCP,mayo,2016,3.16649751049406,0.748549154775731,0.799999999999995,0.337669334399645,1.23645415247945,2.12030260495975,4.88167970405086,3.2407561971865,0,,
BCP,junio,2016,-1.49110282005689,-2.28900890369636,4.03439153439154,0.948516287870474,-2.79591026048536,-1.48900168800294,3.58660677418531,2.53373222271981,0,,
BCP,julio,2016,-0.171306336757287,-0.978416053067697,0.19071837253655,-1.2008586120688,-1.28480700964612,1.732919652767,3.58565807308168,1.54312343063299,0,,
BCP,agosto,2016,0.603061495425145,0.0351918122375193,-0.571065989847715,-0.710351637140342,1.84722282787389,1.11291096281973,5.77586891584902,1.0446439766577,0,,
BCP,septiembre,2016,2.48087034782404,0.610301064382352,-0.12763241863433,-0.316616893359301,-1.54218872916091,-0.696817995823323,4.50729813674215,3.39100320029894,0,,
BCP,octubre,2016,0.835963364671763,1.25652675534911,-0.575079872204472,8.57721402900039,0.813794501772544,1.83924623628786,2.17618180089317,2.45176633736668,0,,
BCP,noviembre,2016,0.969000966172149,0.498115369175471,0.899742930591252,-8.29369027702253,0.106420229408095,0.336084021810354,3.50990366366722,0.350360665287478,0,,
BCP,diciembre,2016,0.809586842554781,-3.16598327508093,-1.01910828025478,1.14864905803957,-1.8403851975144,0.943735382528691,3.46246604858045,-0.752957451370624,0,,
BCP,enero ,2017,1.52032161767003,1.61602719326071,-1.22265122265122,-1.1674095674392,1.55926972865244,-1.34735836025483,5.04885358614208,-3.3934518135208,0,,
BCP,febrero,2017,-1.60983848730949,1.18974801698435,1.56351791530945,-0.266028528019933,1.71677036025655,-1.79984150532928,0.814643128455247,-7.47993879894207,0,,
BCP,marzo,2017,1.25171332517122,-0.53068177503178,-0.833867864015388,1.52663568432199,-0.378723696557224,4.90057338586567,1.16526007928752,-5.68426594595316,0,,
BCP,abril,2017,0.67967139689289,0.283285258500532,8.21474773609314,0.118160193079123,0.483130199960699,0.561358527099932,0.307665923594862,-3.05933993285865,0,,
BCP,mayo,2017,-2.06895804738959,0.312097945625992,-1.01613867304245,-0.852974534245304,0.187596221594515,1.68459048174087,3.64556261170591,-2.93561088564449,-5.88235294117647,,
BCP,junio,2017,2.02285798278218,-0.229757976883143,0.785024154589387,-1.03218767353888,0.730937629548656,0.857979265241535,3.96473699535329,-2.52453312490026,0,,
BCP,julio,2017,1.00132102776061,1.07424291012175,-1.19832234871182,1.12285760633783,-0.155999370281696,-1.37451000228715,2.21684407964053,-2.58656269716097,-6.25,,
BCP,agosto,2017,1.30602711427112,-0.822479263842182,-1.3947847180109,0.114570755166545,1.42503535355337,0.707883673431404,2.86467895140681,-3.91259940454829,0,,
BCP,septiembre,2017,-1.39760956733706,1.16327117368808,1.41451414514143,0.00280022817741754,-0.188190988875954,1.04994400968969,3.34944212865793,-4.688569843468,-6.66666666666667,,
BCP,octubre,2017,-1.85130697951369,1.17553623442687,-0.848999393571844,0.629757345506113,-0.659750373208851,-0.811822007782806,3.60377185397213,-3.98338518177293,0,,
BCP,noviembre,2017,0.220552370520596,0.546515632910021,-4.58715596330276,0.203514354637371,1.68282074245986,-3.15807098387554,2.01793210582757,-4.15425007598351,-7.14285714285714,,
BCP,diciembre,2017,-0.29839021293107,2.81395530656085,-0.769230769230764,-1.62972902896549,-1.10424181144386,-0.84940952768507,1.41855918818454,-3.69148976773179,0,,
BCP,enero ,2018,-0.235164624160437,0.482498458266483,-2.77777777777778,0.124990719575927,4.28511990612631,1.33980762258273,2.83257693967144,-2.96049091037661,-7.69230769230769,,
BCP,febrero,2018,0.816871808945354,0.027839245101077,1.12956810631229,-0.753974710087203,-1.96009488626961,2.56772046889236,2.66509376642648,0.665371025413913,0,,
BCP,marzo,2018,2.10809690844113,-1.40099472347593,-1.57687253613666,-0.392197595584053,0.279670644358243,-4.83800025141475,3.85040346809552,1.61938755312789,-8.33333333333333,,
BCP,abril,2018,1.38317262542792,-2.62850448561891,6.2082777036048,0.00604891932608743,2.71967194606749,-0.372922980228104,8.06179376144974,1.44281018791629,0,,
BCP,mayo,2018,0.426318052890564,0.497515557759534,-1.50848522941546,0.0936738310310182,0.676179943344719,-0.295166695493303,6.69832228532294,1.87641314850616,0,,
BCP,junio,2018,-0.208804372462033,-0.859625300572294,-0.191448627951496,-0.569831309280864,-2.60624901572574,0.263184140231029,2.08710102963386,1.51965600142284,0,,
BCP,julio,2018,1.00976115267105,0.162304484511093,-3.64450127877238,0.206488515397073,0.378075948587133,-0.385555646674067,2.64397825162087,2.17518101577417,0,,
BCP,agosto,2018,-0.262084154077028,1.12315369305154,1.06171201061712,0.492639843496106,-0.100816166829507,-0.668901783119729,2.33711504652624,3.07339730664957,0,,
BCP,septiembre,2018,0.830952345991742,-0.488627726173718,-1.0505581089954,-0.405129106067797,-0.313723816692294,0.576160142056854,2.43822935032069,3.01108443150001,0,,
BCP,octubre,2018,0.863727912039826,3.05614960105774,-0.862641008626415,-0.30158493956369,-0.487330612838424,-1.94740591016946,4.11082944921829,3.23514443718464,0,,
BCP,noviembre,2018,-0.158267426606637,3.4285241096113,-1.74029451137885,-0.0852647371343897,-1.13517199528067,-0.895696443482332,5.10292033913879,4.14948663068968,0,,
BCP,diciembre,2018,1.06600755780237,0.788372598462701,-1.15803814713896,0.858507049701192,1.97063096850124,-4.76985984026393,4.74988708744327,3.34383645619932,0,,
