banco,mes,year,ROA,SIZE,CAP,LOAN,DEP,PROV
Banco Continental,abril,2017,0.00184082231669149,-0.00204061938889813,0.00200668896321078,0.00205270314672103,-0.00130786901858052,0.0478817795398022
Banco Continental,mayo,2017,0.0104618212139127,0.013602903208258,0.0206942590120159,0.0108520459682859,0.00357547886978751,0.0169895306114679
Banco Continental,junio,2017,-0.0111350488227854,-0.046151865903655,-0.00654022236756047,0.00394759502963792,0.00745682019511398,-0.0132371113023474
Banco Continental,julio,2017,0.023958700040354,-0.0255177284876636,-0.0072416063199473,0.00540637477369338,0.00739071814118814,0.0313066109221116
Banco Continental,agosto,2017,0.00807506232873425,0.0479045850441,0.0139257294429708,0.00266161606290272,-0.0392772320573771,0.00106306299174022
Banco Continental,septiembre,2017,-0.00458594938188126,0.0271900997657252,-0.00588620013080444,-0.000385449023721812,0.04009294272517,-0.0630201022465186
Banco Continental,octubre,2017,0.00498643777639147,0.00487688323199744,-0.0394736842105263,-0.00549328319808121,-0.0213740120721261,0.00837335394936229
Banco Continental,noviembre,2017,0.000129823639647507,-0.0148638853700774,0.00479452054794522,0.000452880345901901,0.027883148931604,-0.00346008433693183
Banco Continental,diciembre,2017,0.0179583827990899,0.00947140416638101,-0.021813224267212,-0.00114595368985956,-0.015742585681024,-0.0785477149145682
Banco Continental,enero ,2018,0.0112938316780317,-0.00306962649771601,-0.0104529616724739,-0.00193871390171373,-0.0128320629784594,0.0451845120983615
Banco Continental,febrero,2018,0.000820136233850651,-0.0121062715409271,0.0105633802816902,0.00632806866238691,0.0137272564858165,0.031147594358737
Banco Continental,marzo,2018,0.00193743174446297,0.0234105616217466,-0.00139372822299649,-0.000643237699975748,-0.0153991250645094,-0.0350627995715888
Banco Continental,abril,2018,0.00126973264988888,-0.0216958003032665,0.0453593859036986,0.000768946453834631,0.0159819906302993,0.0311658464682191
Banco Continental,mayo,2018,0.0176618966526639,-0.0199029573034335,0.00734312416555403,0.00116384968647338,0.0269387275827143,0.00487966530825868
Banco Continental,junio,2018,0.0130967132104113,-0.00723863924899986,-0.00994035785288273,0.000896954796966782,-0.0228741862784242,-0.0284700329740458
Banco Continental,julio,2018,-0.0154837901732575,0.00443408159173882,-0.0100401606425703,-0.000601561772121197,0.0307834509178393,0.040235825410264
Banco Continental,agosto,2018,-0.00182762137167138,0.0129615886988896,0.00608519269776887,0.00369505802009808,0.00272723684550809,0.0300662845998876
Banco Continental,septiembre,2018,0.000735186319732266,-0.0140547823048239,0.00940860215053755,-0.00146077304829548,0.0323723434365782,-0.0385269208401727
Banco Continental,octubre,2018,0.0150552509810121,0.0370413874678329,-0.0199733688415445,0.00898746880970425,-0.0725054485369034,0.0193914862363431
Banco Continental,noviembre,2018,0.0109874088798823,-0.013833795740148,-0.00815217391304355,0.00732658568005493,0.0448204356984401,0.0244267568696557
Banco Continental,diciembre,2018,0.0149870800172237,-0.003380531673466,-0.00890410958904103,0.00789356895559527,0.0139028246604804,-0.0518905730985657
Banco Continental,enero ,2019,-0.000104223311685387,0.0501477075509658,0.0331720801658603,0.00266608642653418,0.00376694159883061,0.0257592900939409
Banco Continental,febrero,2019,0.00398275330210949,-0.0313274757690991,0.00401337792642144,0.00287240984129839,0.0133568719546744,0.0360922869325882
Banco Continental,marzo,2019,0.00371794972947414,0.0502316966232513,0.0146568954030647,0.00938153597533193,-0.00692489049330633,-0.0563666303210313
Banco Continental,abril,2019,0.0128728303982138,-0.0289690725986484,-0.0269205515430072,0.00441510738771229,0.00698849064510498,0.0258191932392915
Banco de Comercio,enero ,2014,-0.688398320180696,-0.978851870169775,-0.200404858299595,0.751526392414385,0.192525695867595,-0.0967286996221219
Banco de Comercio,febrero,2014,0.184417834123579,-0.00216836406088526,-0.00168776371308013,0.000469771585253049,0.0019730062116146,0.0449082573314804
Banco de Comercio,marzo,2014,0.0218151038185307,-0.0140441007498007,-0.0194420963651733,-0.00425956289461974,0.0144746778979992,0.0498239139202717
Banco de Comercio,abril,2014,0.176123532624653,0.00142866386968869,0.0155172413793103,0.0033017641374501,-0.00923327664390597,0.0307685761581662
Banco de Comercio,mayo,2014,0.0755703515162328,-0.00583035026278978,0.0212224108658744,0.00252647382399847,-0.0126902188331549,-0.0488985293609899
Banco de Comercio,junio,2014,0.0452116749544567,0.0421160947585241,0.00997506234413973,0.000446871974829406,-0.0342075802793292,0.014976434473438
Banco de Comercio,julio,2014,0.104882046730493,-0.0301676354560764,0.00164609053497939,0.00240047364015767,0.0154626075262202,-0.0261676502524178
Banco de Comercio,agosto,2014,0.105197433653049,0.00617585036767585,0.00246507806080521,0.00264265637725059,-0.00185749690365152,-0.0204370963920461
Banco de Comercio,septiembre,2014,0.00259738866838204,0.0117526746308064,-0.00737704918032786,0.000377893370162632,-0.0177753703744426,0.0423799002087001
Banco de Comercio,octubre,2014,-0.0772252541519236,-0.0168787182252969,0,-0.0192330180216137,0.00340723152617104,0.0795070655314226
Banco de Comercio,noviembre,2014,-0.0132609942198485,-0.011850489763785,0.00578034682080927,-0.00972234570256922,-0.00112317168074578,0.0326017245087553
Banco de Comercio,diciembre,2014,0.0688792197388272,0.0117776096676561,0.0295566502463054,-1.76392455552895E-05,-0.0122352756963592,0.0528293136593792
Banco de Comercio,enero ,2015,-0.0493007859064686,0.00206108760020859,-0.0231259968102073,-0.00797363038953263,-0.00866732077715916,0.0223838192250732
Banco de Comercio,febrero,2015,-0.0459471775855514,-0.0212850264294321,0.0244897959183674,-0.00362230561160599,0.0110581766498928,0.0996811874551174
Banco de Comercio,marzo,2015,0.0778514996175391,-0.00418850779163714,-0.0494023904382471,0.00669334019906772,0.00321281017077598,0.0654537503644227
Banco de Comercio,abril,2015,-0.0160390490963361,-0.0464194761527063,-0.0142497904442582,0.00319696289541917,0.00607691751974989,0.0180903973850636
Banco de Comercio,mayo,2015,0.0715722279702068,-0.00535051677397201,0.0229591836734694,0.00909382905145027,0.0111095702258423,0.0155074569567457
Banco de Comercio,junio,2015,0.038768143758491,0.0120175163124639,0.017877016217664,0.0025556653059117,-0.00390210553577032,0.0166634607234511
Banco de Comercio,julio,2015,-0.049354138534022,0.0154737035817386,0.0289863406353702,0.00838728806120404,0.0178110064267231,0.0132389374549455
Banco de Comercio,agosto,2015,0.0654155708890789,0.0227816652129434,-0.0531746031746032,0.00083185019082887,-0.00990127670834607,0.00580068785918887
Banco de Comercio,septiembre,2015,0.0496739458732015,0.0106408222474073,-0.000838222967309286,0.0015838951712715,-0.00708874525225997,-0.00249984293062414
Banco de Comercio,octubre,2015,0.0675654832511536,0.0281486841635979,-0.0184563758389262,7.78896287479715E-06,0.0130019970509764,-0.015280925279077
Banco de Comercio,noviembre,2015,0.0265738748144007,0.0245182384910122,0.0264957264957265,-0.00465815119389645,0.00260625723918955,0.0801342025531824
Banco de Comercio,diciembre,2015,0.0229741138002539,0.0243313554863343,0.0124895920066611,-0.00696456870031047,-0.00547851051912058,-0.226155093516436
Banco de Comercio,enero ,2016,0.0470652704895084,-0.0146433529023652,-0.015625,-0.00582391913834626,-0.00853173649818261,-0.00319548531034762
Banco de Comercio,febrero,2016,0.00856480796218418,0.00463169122651569,0.0192147034252296,-0.00486355804495734,0.0182300114495106,0.0562446611610904
Banco de Comercio,marzo,2016,-0.00647249341056395,8.81787194086614E-05,-0.00983606557377043,-0.0156920675264095,-0.00967151996647479,0.0241894725677517
Banco de Comercio,abril,2016,0.0354393981350241,0.0282146475023129,-0.0149006622516556,-0.0122143168939938,-0.00367381314837328,0.0352090952315594
Banco de Comercio,mayo,2016,0.0117110960693332,0.009040776765263,0.0201680672268908,-0.008205521201205,0.00522475488039137,-0.00297597520493465
Banco de Comercio,junio,2016,0.0383491166415558,0.0180908611505442,-0.0115321252059309,-0.00243199018750112,0.00295141417968528,-0.0787555960166783
Banco de Comercio,julio,2016,0.0854898073713874,-0.0107534335397129,0.0083333333333333,-0.0116330653841787,-0.0164462999403347,-0.0549800605577262
Banco de Comercio,agosto,2016,-0.0312979080770735,0.00946264492042123,0.050413223140496,-0.0054688791758869,-0.00107153558058203,0.0516946234740106
Banco de Comercio,septiembre,2016,0.00489008308681038,-0.0160359348906441,0.040125885129819,-0.00461266017823733,-0.014728267041057,0.0234081463993063
Banco de Comercio,octubre,2016,-0.0145623707480154,-0.00579193703014651,0.0408472012102874,-0.00778337034764868,-0.0115240839815103,-0.118687148292763
Banco de Comercio,noviembre,2016,-0.0121859952774452,-0.0185419510672637,0.0188953488372093,0.00044711378790103,-0.00462940303075177,0.0206354651542114
Banco de Comercio,diciembre,2016,-0.00234722096570076,0.0180207357555448,0,0.000396409756851055,-0.0043706590879901,0.0160997214653177
Banco de Comercio,enero ,2017,0.00436690733293514,-0.000739099673506329,-0.00855920114122676,0.00353087523505549,-0.00768073812894367,-0.0456182643420787
Banco de Comercio,febrero,2017,0.0233382078777568,0.0167790645492649,-0.0136690647482014,-0.0017409245736607,0.0115010709207012,0.0328715734716537
Banco de Comercio,marzo,2017,0.00503683111044854,0.00756779051503927,-0.0430342815463167,0.00689985411290741,0.00182706925927345,-0.0379927107535265
Banco de Comercio,abril,2017,0.00213991502312597,0.018892135003153,-0.0403963414634146,0.00897319361995932,-0.000825034552681577,-0.0206454932509547
Banco de Comercio,mayo,2017,-0.0115474427760331,0.00984142368412651,0,-0.000738947649209058,-0.00310116185751081,0.0180257990921747
Banco de Comercio,junio,2017,-0.00145920503446597,0.0233576144524798,-0.00238284352660837,0.00323152125342819,-0.0127217548704271,0.00995198111480863
Banco de Comercio,julio,2017,-0.0152168688432008,0.0200878098763615,-0.0111464968152867,0.00257555046936703,-0.00472907325981962,-0.10569590664098
Banco de Comercio,agosto,2017,0.0108529739985063,-0.00381646498445276,-0.00322061191626402,0.00371172035649715,-0.00103365477592291,0.0318699700737238
Banco de Comercio,septiembre,2017,-0.00927896318683362,0.0303006960660666,0.0121163166397414,0.000507961125481171,0.0100195613333486,0.0236172154456299
Banco de Comercio,octubre,2017,-0.00379802880734844,0.00983503712528236,0.000798084596967262,-0.00216197528543118,-0.0148141938110419,-0.0150663462792326
Banco de Comercio,noviembre,2017,-0.00680695361303639,-0.0148553848430466,0.0159489633173845,-0.00105314661598385,0.0027876645186011,0.016003812421987
Banco de Comercio,diciembre,2017,-0.0117160241407819,-0.0219976401846406,-0.00549450549450552,0.00261449718642707,0.0113862500285178,-0.0167383665254763
Banco de Comercio,enero ,2018,0.00745730854266454,0.0109092865453161,-0.0205209155485398,0.00119019639933496,-0.0177987326531982,-0.0660511785041446
Banco de Comercio,febrero,2018,0.000126554053565823,-0.00507071186770465,-0.0225624496373892,0.000195478891276307,-0.00275832837645028,0.0577759171634591
Banco de Comercio,marzo,2018,0.0108122109306078,-0.000205929670377408,-0.00247320692497948,0.00246741441669283,0.00647415679978213,0.0551195401883689
Banco de Comercio,abril,2018,-0.0104964631472266,-0.040627612282886,0.00330578512396702,0.000120449197554472,0.0283722651023037,-0.0220235604269497
Banco de Comercio,mayo,2018,-0.0336260948726359,-0.00755807465721043,0.029654036243822,-0.000298220297669283,-0.0139613467560891,0.0214531179824025
Banco de Comercio,junio,2018,-0.0327003543415105,0.0106000072336207,-0.00239999999999995,0.00164934062229439,0.00728133686460087,0.0289458429228674
Banco de Comercio,julio,2018,-0.00831196615811895,0.00460941330525052,0,0.00502000630471025,-0.0192807079790143,-0.072620539499873
Banco de Comercio,agosto,2018,-0.0114859485067005,-0.00576983912511264,-0.00561347233360066,5.62314391325439E-05,-0.009075852348263,0.0256171385913453
Banco de Comercio,septiembre,2018,0.00904253295590988,-0.00622100837702065,0.0209677419354839,0.00401097583113101,-0.0145253482859716,0.029445100983588
Banco de Comercio,octubre,2018,0.00194068059738453,0.0244837624648046,-0.00394944707740922,0.00729638952248841,-0.0117839092804666,-0.0562256447568908
Banco de Comercio,noviembre,2018,-0.00199174023578641,0.00227830466921599,-0.00317208564631238,0.00288713372391601,-0.0140141896917668,0.00574086410970058
Banco de Comercio,diciembre,2018,-0.0234319954430165,0.0235573372087377,0.024661893396977,-0.00311812519057435,-0.00374275575078539,0.035666831081047
Banco de Comercio,enero ,2019,0.0118635789274471,0.00251556738002759,0.0023291925465838,-0.000637218870693958,0.000872886584388673,-0.118127457484364
Banco de Comercio,febrero,2019,0.00240769426128712,-0.00899142253524914,0.0100697134004647,0.000964155445009593,0.00712408565141507,0.0297057510111839
Banco de Comercio,marzo,2019,-0.0383144260813364,0.0310129825731451,0.00460122699386507,-0.00646808484962039,-0.0218841055479657,0.0456417443230735
Banco de Comercio,abril,2019,-0.0191661075522113,0.0284983659492128,-0.00916030534351139,-0.00876321295294934,0.00768434795600582,-0.0434980067050213
Banco de Crédito del Perú,enero ,2014,0.0125375394757149,-0.0119833369876216,0.0261941448382126,-0.00392969992862608,-0.000665735121150704,0.0295272050179568
Banco de Crédito del Perú,febrero,2014,0.198178170502553,43.5776321711368,0.0885885885885886,-0.327369656996155,-0.0425645945804985,-0.303490774613563
Banco de Crédito del Perú,marzo,2014,0.0108396875821245,0.00565524233045848,-0.00275862068965511,0.00347605294891785,-0.0187898028234699,0.0283901301773307
Banco de Crédito del Perú,abril,2014,-0.011752233196983,0.0212266170175397,0.0421853388658368,-0.000418192036601892,0.0110335533002259,-0.0264042157029466
Banco de Crédito del Perú,mayo,2014,0.00496470761171724,-0.00755117042834072,-0.00995355009953552,0.00222458881038314,0.0137124344293817,0.0283273002447891
Banco de Crédito del Perú,junio,2014,-0.0224536739500288,0.00635389012259201,0.0100536193029491,-0.00611982746861515,-0.0187861826993206,-0.0050989717880311
Banco de Crédito del Perú,julio,2014,-0.0149324955157819,-0.00616686211624554,-0.00265428002654286,-0.00196286589378564,0.0107657173328215,0.0163767828421138
Banco de Crédito del Perú,agosto,2014,0.0373493002131463,0.0305746064672636,-0.0053226879574185,-0.00465601130821852,0.00962527595939254,-0.00150523569749821
Banco de Crédito del Perú,septiembre,2014,0.034517612625844,0.0103787953569073,-0.0247491638795986,0.00336716567011181,-0.0317218726067409,-0.0117703800193977
Banco de Crédito del Perú,octubre,2014,0.0192321204565292,0.00808979912755821,-0.0637860082304526,0.0151156178018684,-0.00398668316370581,0.0225374756435431
Banco de Crédito del Perú,noviembre,2014,0.0249746173162375,0.0224632240599704,0.00586080586080587,-0.00293746123108999,-0.0292420990960563,-0.0198304174492654
Banco de Crédito del Perú,diciembre,2014,0.0179539444044436,-0.00401340413194475,0.076474872541879,0.00977306138327197,0.0306136073121466,-0.0203644005771406
Banco de Crédito del Perú,enero ,2015,-0.0177903228749169,0.0153975898757197,0.0135317997293641,0.00228898020222712,-0.0068275149365788,0.0372488543646481
Banco de Crédito del Perú,febrero,2015,-0.0154928072824376,0.0124084910882919,-0.0126835781041389,0.000130085420403548,-0.00895455750617061,-0.0214106917874589
Banco de Crédito del Perú,marzo,2015,0.123172357789356,0.00645818293810794,-0.0229885057471264,0.0636252297051555,-0.012081356417902,0.0387019070018519
Banco de Crédito del Perú,abril,2015,0.0198349155746015,0.0349361175685877,-0.0207612456747404,-0.0127992877013007,-0.00842207589165306,-0.00829254878820456
Banco de Crédito del Perú,mayo,2015,0.0100072186008938,0.0138078939333817,0.00777385159010597,0.00750903230158722,-0.0226417991411608,0.00198553510522492
Banco de Crédito del Perú,junio,2015,0.0136391299209566,0.00461596406768833,0.0203366058906032,-0.00864254126289839,0.0017996049413917,-0.0104666769296638
Banco de Crédito del Perú,julio,2015,0.0283239998854254,0.00964611899156133,-0.00417062403670721,-0.0101078223059552,0.00216750511184691,0.011551517013771
Banco de Crédito del Perú,agosto,2015,0.0102385527622485,0.00651552473259938,-0.00478403628379056,0.00162336745198366,-0.00598683059142195,0.0275052628872674
Banco de Crédito del Perú,septiembre,2015,-0.0125648916294363,0.0112007382489139,-0.00277392510402213,-0.00520319626470065,0.0081527500094469,0.00449303251697393
Banco de Crédito del Perú,octubre,2015,-0.00127027217592804,0.0367239329956262,0.00139082058414462,-0.0159179633139811,-0.0259256628704162,-0.0231283007938147
Banco de Crédito del Perú,noviembre,2015,-0.00625551994073581,0.0339369922111351,-0.0277777777777778,0.00894443925043616,0.013392263581853,0.00271366103309855
Banco de Crédito del Perú,diciembre,2015,0.0119826910737572,-0.00921966161158288,-0.00785714285714282,-0.014511901171293,0.00452161882500934,0.0221655703472435
Banco de Crédito del Perú,enero ,2016,0.0207203291795595,0.018108477324437,0.0165586753059754,-0.00391776956258458,0.0184328543458816,0.00115223490591642
Banco de Crédito del Perú,febrero,2016,0.0114726208320806,0.0063858712313169,-0.00708215297450422,7.43437837925885E-05,0.00109926522303874,0.0133253641547229
Banco de Crédito del Perú,marzo,2016,-0.0865143130243628,0.00747826987625327,0.0228245363766049,-0.0429516731183566,-0.0189841745471667,0.0222753718085967
Banco de Crédito del Perú,abril,2016,0.0119827111793252,0.0343788675308148,-0.0153417015341702,0.0160075090352297,-0.0154450689528354,-0.0118324678009463
Banco de Crédito del Perú,mayo,2016,-0.0117655434532573,-0.0187312321471405,0.0127478753541078,-0.0218299631202832,0.0121574585449503,0.0111199169113904
Banco de Crédito del Perú,junio,2016,-0.00461276613114596,-0.0117594141407256,0.0489510489510489,-0.00315951912233285,-0.0068562778799723,0.0165292353870033
Banco de Crédito del Perú,julio,2016,0.0316649751049406,0.00748549154775731,0.00799999999999995,0.00337669334399645,0.0123645415247945,0.0212030260495975
Banco de Crédito del Perú,agosto,2016,-0.0149110282005689,-0.0228900890369636,0.0403439153439154,0.00948516287870474,-0.0279591026048536,-0.0148900168800294
Banco de Crédito del Perú,septiembre,2016,-0.00171306336757287,-0.00978416053067697,0.0019071837253655,-0.012008586120688,-0.0128480700964612,0.01732919652767
Banco de Crédito del Perú,octubre,2016,0.00603061495425145,0.000351918122375193,-0.00571065989847715,-0.00710351637140342,0.0184722282787389,0.0111291096281973
Banco de Crédito del Perú,noviembre,2016,0.0248087034782404,0.00610301064382352,-0.0012763241863433,-0.00316616893359301,-0.0154218872916091,-0.00696817995823323
Banco de Crédito del Perú,diciembre,2016,0.00835963364671763,0.0125652675534911,-0.00575079872204472,0.0857721402900039,0.00813794501772544,0.0183924623628786
Banco de Crédito del Perú,enero ,2017,0.00969000966172149,0.00498115369175471,0.00899742930591252,-0.0829369027702253,0.00106420229408095,0.00336084021810354
Banco de Crédito del Perú,febrero,2017,0.00809586842554781,-0.0316598327508093,-0.0101910828025478,0.0114864905803957,-0.018403851975144,0.00943735382528691
Banco de Crédito del Perú,marzo,2017,0.0152032161767003,0.0161602719326071,-0.0122265122265122,-0.011674095674392,0.0155926972865244,-0.0134735836025483
Banco de Crédito del Perú,abril,2017,-0.0160983848730949,0.0118974801698435,0.0156351791530945,-0.00266028528019933,0.0171677036025655,-0.0179984150532928
Banco de Crédito del Perú,mayo,2017,0.0125171332517122,-0.0053068177503178,-0.00833867864015388,0.0152663568432199,-0.00378723696557224,0.0490057338586567
Banco de Crédito del Perú,junio,2017,0.0067967139689289,0.00283285258500532,0.0821474773609314,0.00118160193079123,0.00483130199960699,0.00561358527099931
Banco de Crédito del Perú,julio,2017,-0.0206895804738959,0.00312097945625992,-0.0101613867304245,-0.00852974534245304,0.00187596221594515,0.0168459048174087
Banco de Crédito del Perú,agosto,2017,0.0202285798278218,-0.00229757976883143,0.00785024154589387,-0.0103218767353888,0.00730937629548656,0.00857979265241535
Banco de Crédito del Perú,septiembre,2017,0.0100132102776061,0.0107424291012175,-0.0119832234871182,0.0112285760633783,-0.00155999370281696,-0.0137451000228715
Banco de Crédito del Perú,octubre,2017,0.0130602711427112,-0.00822479263842182,-0.013947847180109,0.00114570755166545,0.0142503535355337,0.00707883673431405
Banco de Crédito del Perú,noviembre,2017,-0.0139760956733706,0.0116327117368808,0.0141451414514143,2.80022817741754E-05,-0.00188190988875954,0.0104994400968969
Banco de Crédito del Perú,diciembre,2017,-0.0185130697951369,0.0117553623442687,-0.00848999393571844,0.00629757345506113,-0.00659750373208851,-0.00811822007782806
Banco de Crédito del Perú,enero ,2018,0.00220552370520596,0.00546515632910021,-0.0458715596330276,0.00203514354637371,0.0168282074245986,-0.0315807098387554
Banco de Crédito del Perú,febrero,2018,-0.0029839021293107,0.0281395530656085,-0.00769230769230764,-0.0162972902896549,-0.0110424181144386,-0.0084940952768507
Banco de Crédito del Perú,marzo,2018,-0.00235164624160437,0.00482498458266483,-0.0277777777777778,0.00124990719575927,0.0428511990612631,0.0133980762258273
Banco de Crédito del Perú,abril,2018,0.00816871808945354,0.00027839245101077,0.0112956810631229,-0.00753974710087203,-0.019600948862696,0.0256772046889236
Banco de Crédito del Perú,mayo,2018,0.0210809690844113,-0.0140099472347593,-0.0157687253613666,-0.00392197595584053,0.00279670644358243,-0.0483800025141475
Banco de Crédito del Perú,junio,2018,0.0138317262542792,-0.0262850448561891,0.062082777036048,6.04891932608743E-05,0.0271967194606749,-0.00372922980228104
Banco de Crédito del Perú,julio,2018,0.00426318052890564,0.00497515557759534,-0.0150848522941546,0.000936738310310182,0.00676179943344719,-0.00295166695493303
Banco de Crédito del Perú,agosto,2018,-0.00208804372462033,-0.00859625300572294,-0.00191448627951496,-0.00569831309280864,-0.0260624901572574,0.00263184140231029
Banco de Crédito del Perú,septiembre,2018,0.0100976115267105,0.00162304484511093,-0.0364450127877238,0.00206488515397073,0.00378075948587133,-0.00385555646674067
Banco de Crédito del Perú,octubre,2018,-0.00262084154077028,0.0112315369305154,0.0106171201061712,0.00492639843496106,-0.00100816166829507,-0.00668901783119729
Banco de Crédito del Perú,noviembre,2018,0.00830952345991742,-0.00488627726173718,-0.010505581089954,-0.00405129106067797,-0.00313723816692294,0.00576160142056854
Banco de Crédito del Perú,diciembre,2018,0.00863727912039826,0.0305614960105774,-0.00862641008626415,-0.0030158493956369,-0.00487330612838424,-0.0194740591016946
Banco de Crédito del Perú,enero ,2019,-0.00158267426606637,0.034285241096113,-0.0174029451137885,-0.000852647371343897,-0.0113517199528067,-0.00895696443482332
Banco de Crédito del Perú,febrero,2019,0.0106600755780237,0.00788372598462701,-0.0115803814713896,0.00858507049701192,0.0197063096850124,-0.0476985984026393
Banco de Crédito del Perú,marzo,2019,0.0159506029016961,-0.0050873875889878,-0.0234321157822192,-0.00250447706012396,0.0104914641354015,0.0427605567278623
